PTJ1,PTj2,Etaj1,Etaj2,phijj,MET,metphij1,metphij2,signal
190.509,158.303,0.424646,-1.95537,1.64209,238.31,-3.88956,-2.24747,0
149.55,27.4295,-1.40508,0.50244,-0.930864,172.678,-3.00648,-3.93735,0
408.681,64.6425,-0.424888,-2.32726,-3.77759,372.649,2.93467,-0.842919,0
187.509,31.9448,0.778078,-3.32725,1.73351,167.483,-3.25082,-1.51731,0
154.822,26.2464,-0.496361,-1.65249,3.91842,135.016,-3.23245,0.685969,0
152.471,36.8512,-0.94242,-2.63061,-2.05654,130.569,3.49187,1.43534,0
265.155,30.8125,0.835819,1.23757,-1.42175,264.519,3.26905,1.84729,0
166.679,28.6413,-1.68304,-1.10598,2.62061,143.493,-3.08841,-0.467798,0
279.78,35.114,1.18692,-2.95433,1.82398,254.638,-3.22847,-1.4045,0
131.752,85.4689,-0.860321,-0.633988,1.41502,142.956,-3.72151,-2.3065,0
370.401,28.177,0.747179,-3.78659,5.25908,431.011,-3.10592,2.15315,0
149.467,94.6283,0.0609061,-3.6818,-1.52942,156.417,3.67487,2.14546,0
185.533,25.9469,1.97343,1.5337,-1.05617,201.937,3.12324,2.06706,0
198.148,126.299,1.87135,2.86559,-2.21038,172.033,3.78092,1.57054,0
161.81,25.7574,0.326693,-4.35354,2.80267,143.472,-3.17216,-0.369493,0
207.524,53.3677,-0.889945,1.98314,0.598252,240.165,3.10839,3.70664,0
246.044,48.1005,2.56932,3.85768,3.3747,206.952,-3.13113,0.243564,0
294.489,26.8809,0.621127,2.5393,1.52739,267.95,3.01261,4.54001,0
161.776,26.6318,1.04192,-1.3263,-2.2581,153.957,3.26809,1.00999,0
131.654,52.566,-1.76109,0.279409,1.82798,138.21,-3.51341,-1.68543,0
196.17,61.542,0.751636,1.78479,2.89689,173.951,-3.28571,-0.388814,0
152.097,40.6444,-1.31986,-2.21356,-4.06612,140.243,2.89891,-1.16721,0
152.007,34.6423,0.589642,-3.57996,-5.06179,154.786,2.97604,-2.08575,0
133.058,92.5156,-2.48849,-0.920046,-0.99804,186.768,-2.71811,-3.71615,0
430.369,126.114,-0.704142,0.330318,-2.68736,342.794,3.37821,0.690849,0
152.023,43.6022,-1.69745,-1.74502,-1.3071,163.237,-2.93236,-4.23946,0
330.45,27.4021,-0.234107,4.31981,-5.05689,338.882,3.05844,-1.99844,0
197.635,79.4356,-0.193944,2.21617,-2.4424,137.7,3.41922,0.97682,0
173.416,29.1307,-1.27722,-2.80251,-3.50151,138.889,3.35416,-0.147354,0
281.119,111.16,-0.583147,-1.64295,-3.14561,172.075,3.14124,-0.00436825,0
158.585,70.2667,2.9168,1.78164,1.25317,171.71,-3.46704,-2.21387,0
132.691,37.4664,-2.3557,0.170059,1.722,135.617,-3.51391,-1.79192,0
216.18,52.0368,0.203731,2.91997,-2.704,165.143,3.24288,0.538881,0
153.65,34.6137,0.759121,2.46865,-1.99192,139.091,3.35991,1.36799,0
142.915,31.3799,-1.46258,-3.07533,0.120393,171.352,-3.13599,-3.0156,0
145.138,39.4915,2.67607,-0.234026,-0.8248,153.787,-2.88589,-3.71069,0
201.38,47.7136,0.659887,-1.67133,-4.45454,206.964,2.9981,-1.45644,0
217.409,48.0272,-1.30069,-1.56847,1.80437,187.877,-3.33829,-1.53392,0
200.157,80.6778,-2.06679,3.65542,-2.17385,177.446,3.59951,1.42566,0
207.401,74.9441,1.91677,2.332,-3.59946,133.898,2.97907,-0.620394,0
146.395,26.7948,-2.74628,-0.0985009,1.6498,159.071,-3.32856,-1.67875,0
192.091,38.0386,1.55944,0.0880268,-1.00449,203.698,-2.91713,-3.92162,0
148.062,33.535,-1.74403,-3.31485,-1.45638,144.248,3.46732,2.01093,0
172.439,70.7224,1.26829,1.7158,5.28824,204.336,-2.85177,2.43647,0
210.901,46.574,1.63826,2.18629,-2.97549,146.559,3.32446,0.348967,0
190.716,43.4244,-2.71564,1.94411,-1.70816,201.419,3.34601,1.63786,0
209.202,66.1291,-0.348579,0.312367,-0.568198,246.163,-2.96071,-3.52891,0
154.017,28.5501,2.05937,-0.656402,2.29924,134.757,-3.21963,-0.920394,0
220.963,48.0572,1.45864,-0.472465,2.60878,188.61,-3.26196,-0.653184,0
167.024,33.4573,1.23262,2.05234,-1.87861,141.159,3.26268,1.38407,0
160.901,76.9549,-2.01583,-2.19548,-1.54374,161.073,3.57382,2.03008,0
273.056,29.927,-0.124662,-0.0690519,3.00424,230.825,-3.24909,-0.244857,0
151.686,31.5069,-1.55891,4.61449,-0.069175,165.617,-3.01796,-3.08713,0
148.365,102.704,1.47077,2.90273,-0.240044,213.2,-3.11147,-3.35152,0
189.419,31.5075,-2.0113,2.48732,2.67259,157.206,-3.20042,-0.527836,0
183.6,52.5352,-2.30155,1.48488,2.57007,142.546,-3.2911,-0.721032,0
170.547,159.592,-0.631985,1.39694,-3.99999,136.42,2.01839,-1.98159,0
263.838,30.6916,1.30183,1.68366,-4.86639,261.247,2.93023,-1.93615,0
152.707,74.2321,0.51184,-3.50443,4.45706,147.823,-2.53451,1.92255,0
204.327,100.832,-1.20318,0.838087,-1.82774,229.284,-2.56854,-4.39628,0
168.001,111.015,-0.778555,-1.30078,1.92817,172.27,2.45409,4.38226,0
219.89,110.337,-0.474953,1.01056,0.140944,338.792,-3.22685,-3.0859,0
149.29,25.0957,1.51641,-2.13264,3.87595,132.425,-2.93357,0.94238,0
168.791,49.7436,0.532064,-0.843162,0.208149,205.363,3.04832,3.25647,0
135.421,32.0216,-0.935005,-1.64749,0.334868,156.924,-3.28168,-2.94681,0
179.926,39.7894,2.34415,-0.272638,-3.08318,145.433,3.09953,0.0163542,0
367.157,60.544,-0.893257,-1.05366,-2.3761,335.497,3.22339,0.847289,0
217.708,31.5538,-2.86005,-2.40836,-3.12831,192.884,3.2114,0.0830946,0
133.616,60.7946,-3.17014,-0.354539,0.672161,160.181,2.98794,3.6601,0
224.098,25.4691,-1.95305,2.51297,4.15761,210.029,-2.926,1.23161,0
134.176,45.9383,-1.08256,-3.86249,-1.01439,173.043,-3.04407,-4.05846,0
245.664,32.2296,1.49538,-2.45416,1.13698,285.76,3.03702,4.174,0
254.941,40.5536,-2.08699,1.57597,1.77016,244.296,-3.32112,-1.55096,0
331.901,120.873,-1.19091,0.473064,4.18002,289.92,-2.74378,1.43623,0
345.844,159.953,-2.88597,0.224178,-2.81042,171.403,3.22641,0.415988,0
356.082,128.443,-1.22914,0.895977,2.66016,272.383,-3.30043,-0.640261,0
148.303,44.4746,-2.12288,2.94645,3.58293,141.932,-2.93102,0.651916,0
150.005,29.1318,1.36982,1.14097,0.795784,170.347,-3.33363,-2.53785,0
197.223,37.2547,1.34507,-0.737847,-2.58632,177.387,3.24627,0.659954,0
267.454,27.1049,-1.43292,1.13607,-2.27598,249.947,3.31455,1.03857,0
139.426,31.5721,1.8936,-0.438956,-0.873982,162.991,-2.93586,-3.80984,0
199.375,56.5302,2.91806,1.61668,-0.753823,220.223,-2.92786,-3.68169,0
242.978,35.4041,0.00167459,-2.30494,1.00836,247.421,2.92221,3.93057,0
159.958,51.0899,-0.80079,1.02244,1.72455,177.687,-3.4309,-1.70635,0
196.318,25.2327,1.03817,0.118069,-0.148616,189.252,-3.11088,-3.2595,0
135.349,77.8958,2.29201,1.50991,1.61332,167.875,-3.68372,-2.07039,0
274.524,215.162,2.53297,-0.5874,-1.40929,369.023,-2.55674,-3.96603,0
149.693,44.8007,-0.599862,-3.31767,0.755313,190.93,-3.29732,-2.54201,0
157.114,58.2839,1.09777,0.111027,-0.401894,206.84,3.22302,2.82113,0
197.478,30.5158,-0.618119,1.8366,-1.52615,163.341,3.21025,1.6841,0
178.201,72.7145,0.947496,0.397075,0.539124,218.25,3.07582,3.61495,0
175.26,59.0068,0.941714,3.77797,-1.7602,169.636,-2.97073,-4.73093,0
165.19,27.9612,2.05134,-0.864183,-2.84051,146.24,3.22244,0.381937,0
133.162,94.3609,-2.02153,-0.817652,-4.63261,143.851,2.48352,-2.14909,0
287.076,58.2505,-1.93576,-1.47018,-4.47232,265.101,2.9745,-1.49783,0
149.46,113.728,-0.22832,2.25477,-4.36495,181.192,2.3338,-2.03116,0
208.291,37.1758,-0.305112,-1.99627,2.21511,153.289,-3.31408,-1.09897,0
155.359,26.2239,1.46452,0.872461,0.704104,170.613,-3.18753,-2.48343,0
139.095,31.3935,-0.44579,0.0958718,-1.61983,131.892,-2.87565,-4.49548,0
158.564,37.8906,-0.839495,-1.07941,-4.05036,139.797,2.97466,-1.07571,0
137.712,47.773,-0.691152,1.55697,1.23399,143.982,-3.55459,-2.32059,0
172.295,47.6011,-2.99471,-1.66262,-0.694604,209.387,3.21513,2.52053,0
161.135,43.4315,1.15168,0.00187325,1.9898,139.953,-3.31777,-1.32797,0
131.453,33.7149,-0.373279,2.35377,-1.13358,152.61,3.48584,2.35226,0
136.767,73.4287,0.272486,0.204784,1.58913,148.12,-3.75981,-2.17068,0
202.959,27.1863,0.74876,0.54515,3.65642,185.607,-3.02501,0.631409,0
166.118,30.1568,-1.72285,-4.05515,1.8804,157.804,2.94683,4.82724,0
240.819,34.6269,1.00427,2.10504,4.32859,216.549,-3.00273,1.32586,0
297.635,30.7979,-0.412745,-1.17044,1.75493,290.719,-3.19069,-1.43576,0
207.779,32.1632,-0.353902,-1.86098,-1.86309,200.153,3.39655,1.53346,0
158.87,65.642,-2.44033,-1.59368,1.68776,167.074,2.67843,4.36619,0
150.532,54.8099,2.1742,-3.38974,5.77274,183.493,-2.97349,2.79925,0
288.109,30.4309,0.525785,0.781869,3.03646,232.328,-3.16671,-0.130253,0
211.862,103.019,-1.51313,-1.06116,-2.34202,161.975,3.57444,1.23242,0
354.082,124.946,-2.04157,0.850329,-2.42953,303.845,3.4057,0.976167,0
235.61,68.2763,-2.27959,2.84952,-1.82318,196.965,3.43898,1.6158,0
253.651,25.5929,-0.845936,-2.99394,-2.17595,241.539,3.22246,1.04651,0
211.398,27.3685,-2.43688,-4.44922,1.31824,200.311,-3.37931,-2.06107,0
143.929,117.736,0.74653,0.0498743,2.8436,162.103,-3.24451,-0.400909,0
135.25,28.3982,-2.40873,-1.00437,-0.743581,144.584,3.1457,2.40212,0
194.795,70.6565,0.155846,-0.647074,-4.14288,146.547,2.63999,-1.50288,0
181.577,38.0046,-0.96152,2.06401,1.29231,189.759,2.91117,4.20348,0
292.566,114.441,-0.0376654,2.12453,0.632179,379.245,2.97765,3.60983,0
131.191,28.1083,-1.18283,3.89692,0.559212,144.204,3.07056,3.62977,0
174.885,80.888,1.56697,1.10845,-1.31313,192.791,-2.89422,-4.20735,0
176.307,50.9328,1.06067,-0.387206,2.02486,136.829,2.80946,4.83432,0
