PTJ1,PTj2,Etaj1,Etaj2,phijj,MET,metphij1,metphij2,signal
747.158,304.719,-0.866502,-2.24716,0.19366,1021.28,3.1196,3.31326,1
172.386,28.7306,1.85686,-2.80298,0.0211098,184.205,3.13384,3.15495,1
198.751,32.8089,-0.0266563,1.45629,0.497537,224.519,-3.2055,-2.70796,1
163.834,46.2438,1.68277,0.846729,-0.224972,224.131,-3.12061,-3.34558,1
231.793,29.134,-2.01831,-0.874495,-3.88545,204.487,3.00011,-0.885338,1
156.048,66.2311,-1.09948,2.68838,-1.68913,152.017,3.49339,1.80426,1
200.107,26.9124,-0.984674,0.420815,0.513598,218.961,-3.20707,-2.69347,1
154.003,69.8752,-1.09393,-1.63378,-1.78111,154.952,3.56118,1.78007,1
198.307,33.2097,0.98426,-2.87144,0.351756,229.49,-3.43052,-3.07877,1
313.668,31.8058,-0.892723,2.66437,1.1832,322.799,3.1175,4.3007,1
173.084,31.9013,0.0311043,-4.71693,-2.44266,141.862,3.20096,0.758297,1
133.298,45.8359,-1.45684,-0.0624159,-0.808197,137.824,-2.79481,-3.60301,1
141.117,67.6134,-0.957751,-1.99864,1.83518,149.741,-3.65174,-1.81655,1
168.784,32.8378,3.15144,2.6539,2.30254,185.907,-3.06767,-0.765128,1
191.845,38.6865,-0.520973,2.70847,4.42802,165.14,-3.03403,1.39399,1
282.468,41.4953,-0.119603,-4.02619,0.603074,292.421,-3.17263,-2.56955,1
234.1,32.7628,2.49142,-2.38651,-2.59227,209.508,3.18659,0.594321,1
193.315,27.01,1.33883,1.0414,1.43138,201.531,-3.32097,-1.88959,1
256.108,69.5017,-0.4555,1.27178,-1.93774,232.027,-2.8663,-4.80404,1
204.38,27.5292,-1.12881,-2.46756,-2.58435,175.042,3.17302,0.588677,1
158.252,32.6431,1.44148,-0.314603,2.69079,145.242,2.8906,5.58139,1
160.397,30.7248,1.36047,2.5342,0.295915,187.411,3.20836,3.50427,1
162.788,114.981,1.39863,2.40242,-4.27875,153.405,2.40326,-1.87549,1
334.966,103.241,-0.551506,1.18586,1.82754,334.132,2.77528,4.60282,1
230.719,46.4421,1.92048,-0.864978,-2.05803,229.828,-3.04709,-5.10513,1
133.2,35.7176,-1.22135,-2.1335,4.16495,132.921,-2.9379,1.22705,1
172.792,26.3735,-0.15416,2.12007,2.77567,137.017,-3.08367,-0.308005,1
170.921,30.4512,-0.844077,1.93107,-2.09424,134.25,3.30526,1.21102,1
165.009,28.4539,-0.0185934,0.731094,-2.18679,149.679,3.3351,1.14831,1
241.467,41.0449,1.54678,-2.99781,1.76434,215.23,3.0005,4.76484,1
168.957,93.8057,-1.24535,-1.87215,-0.611258,276.713,3.25752,2.64627,1
173.148,28.051,2.46628,-1.37237,1.98335,170.2,-3.49288,-1.50953,1
132.031,66.2641,-0.11561,0.749945,0.614469,216.996,-3.27245,-2.65798,1
189.855,25.5644,1.12865,0.266929,-1.60847,187.773,-2.86929,-4.47776,1
147.626,54.466,-0.211106,2.11301,1.58698,149.097,-3.53504,-1.94806,1
165.52,52.0401,0.54197,-1.05419,-1.69078,185.693,3.49664,1.80585,1
141.079,57.872,0.943505,-4.45014,-1.84548,143.941,-2.63632,-4.4818,1
226.734,44.7229,2.56961,-1.30029,0.0432026,283.308,3.18705,3.23025,1
176.857,38.3243,-2.02094,2.33901,-2.72106,145.341,-3.00674,-5.7278,1
325.46,30.8846,0.659768,1.27436,0.743695,362.742,-3.16589,-2.42219,1
132.915,43.8932,0.432322,-1.33506,1.06908,169.777,-3.22578,-2.1567,1
209.111,29.0209,-1.95592,1.16418,1.30202,199.483,-3.34613,-2.0441,1
188.064,40.8259,0.142046,0.788775,-3.54766,132.619,3.08098,-0.466684,1
187.138,28.6157,2.03109,-1.26454,0.35351,211.002,3.11004,3.46355,1
168.922,143.945,1.96012,1.98859,0.617892,288.837,-3.36806,-2.75017,1
268.546,42.795,-0.952436,1.26921,-1.73241,261.001,-2.88338,-4.6158,1
253.764,35.8927,-1.26409,-1.95065,3.30758,226.147,-2.91014,0.397445,1
205.722,61.0309,-2.65748,2.3511,-2.14482,181.933,3.38783,1.24301,1
248.405,32.2229,1.98609,2.12828,1.20893,272.99,-3.24595,-2.03703,1
180.579,33.1337,1.02098,0.529384,5.23518,188.647,-2.98156,2.25362,1
384.224,105.365,-1.848,0.857844,2.91339,277.788,-3.19196,-0.27857,1
266.896,29.743,-0.302699,3.1005,-3.04735,259.113,3.08674,0.0393891,1
197.858,30.4338,-0.124854,-0.463511,-0.780215,199.432,-3.04079,-3.82101,1
167.934,33.8453,-0.161892,-1.70092,2.26905,138.517,-3.18125,-0.912198,1
206.786,28.1212,-3.16917,1.99935,0.145901,246.936,-3.15473,-3.00883,1
