  
     0.460906088    (susy-eft)
     0.484934896    (susy2-eft)
     0.105786949    (susy3-eft)
     
     
     
     0.452384174    (susy1-axion)
     0.393289477    (susy2-axion)
     0.368810564    (sus3-axion)
